Customer segment,Year,Seasonal,Weekday Name,Sales Price,Comp Price,MRP,Cost of Manufacturing,inflation rate,Demand Score,discount rate,Margin,Inventory levels,Govt regulations,Expiry days
1,2014,9,Monday,11.98,11.74,15.55,5.19,1.7,0.82,12,55.25,113.83,19.6,79
1,2014,9,Tuesday,12.08,12.93,15.23,4.97,1.7,8.65,8,59.35,106.83,19.6,44
2,2014,10,Wednesday,11,10.09,13.11,4.85,1.7,4.66,13,53.93,96.83,19.6,72
2,2014,10,Thursday,7.39,7.3,9.21,3.95,1.7,1.04,11,45.4,94.49,19.6,30
3,2014,10,Friday,8.37,8.15,10.63,3.92,1.7,1.38,13,51.06,92.49,19.6,59
3,2014,10,Saturday,11.85,10.68,14.23,5.08,1.7,1.96,7,58.09,88.16,19.6,61
1,2014,10,Sunday,9.95,10.54,12.55,5.8,1.7,4.88,12,39.78,83.48,19.6,49
1,2014,10,Monday,9.31,8.57,11.12,4.33,1.7,3.4,10,53.02,81.48,19.6,56
2,2014,10,Tuesday,9.19,10.01,11.64,4.33,1.7,7.31,5,54.91,76.14,19.6,43
1,2014,10,Wednesday,10.99,11.93,13.89,6.51,1.7,2.79,16,35.89,73.14,19.6,78
1,2014,10,Thursday,10.88,11.41,13.27,5.44,1.7,0.18,8,50.59,69.46,19.6,63
1,2014,10,Friday,9.52,8.57,12.08,5.17,1.7,2.84,17,40.52,68.46,19.6,68
2,2014,10,Saturday,10.07,10.49,11.8,5.72,1.7,5.58,16,38.53,64.12,19.6,65
2,2014,10,Sunday,8.97,9.52,11.62,3.73,1.7,2.41,13,56.55,60.78,19.6,72
3,2014,10,Monday,7.15,7.8,8.72,3.57,1.7,0.92,8,50.66,57.78,19.6,80
3,2014,10,Tuesday,11.58,11.76,14.98,6.23,1.7,1.03,14,43.13,56.1,19.6,56
2,2014,10,Wednesday,11.41,10.53,13.74,6.25,1.7,2.4,11,44.05,53.1,19.6,46
3,2014,10,Thursday,10.91,11.26,13.51,5.9,1.7,2.89,9,45.98,51.77,19.6,81
2,2014,10,Friday,11.39,12.23,14.06,4.6,1.7,6.39,14,57.31,44.995,19.6,67
3,2014,10,Saturday,10.5,10.36,13.28,4.77,1.7,1.53,17,50.24,41.995,19.6,80
3,2014,10,Sunday,8.26,8.31,10.73,3.89,1.7,2.46,17,48.42,37.995,19.6,75
2,2014,10,Monday,7.86,8.14,9.71,4.1,1.7,0.46,17,42.87,34.665,19.6,76
1,2014,10,Tuesday,8.04,7.84,10.43,4.37,1.7,1.1,18,39.74,31.325,19.6,72
2,2014,10,Wednesday,9.12,9.12,11.47,5.41,1.7,2.27,8,41.38,244,19.6,68
3,2014,10,Thursday,8.5,8.93,10.72,4.73,1.7,0.78,18,38.31,240.67,19.6,89
2,2014,10,Friday,7.71,7.33,9.48,4.4,1.7,1.63,7,44.21,239.33,19.6,72
1,2014,10,Saturday,9.55,9.95,11.47,4.94,1.7,3.6,18,42.65,235.66,19.6,69
3,2014,10,Sunday,7.37,6.7,8.5,3.8,1.7,0.56,9,48.49,233.33,19.6,41
1,2014,10,Monday,9.37,8.66,12.04,5.11,1.7,3.96,17,40.27,229.99,19.6,70
3,2014,10,Tuesday,10.58,10,12.46,6.07,1.7,0.65,11,41.4,221.65,19.6,30
3,2014,10,Wednesday,9.04,9.8,10.46,5.23,1.7,0.84,6,44.05,217.65,19.6,46
2,2014,10,Thursday,7.38,6.96,9.36,4.07,1.7,3.37,13,42.37,212.65,19.6,76
3,2014,10,Friday,8.42,8.49,10.56,4.63,1.7,1.52,6,46.82,212.65,19.6,87
1,2014,11,Saturday,10.44,10.28,12.63,4.57,1.3,1.58,11,55.29,210.65,19.6,31
3,2014,11,Sunday,13.58,13.68,16.05,6.62,1.3,2.48,8,51.83,208.32,19.6,49
2,2014,11,Monday,12.3,12.54,15.72,7.25,1.3,5.85,11,39.79,204.32,19.6,85
3,2014,11,Tuesday,13.87,13.06,16.87,7.41,1.3,0.45,17,41.48,197.32,19.6,53
2,2014,11,Wednesday,9.8,10.03,12.29,5.15,1.3,3.95,14,44.45,190.99,19.6,65
2,2014,11,Thursday,15.02,14.42,18.11,6.89,1.3,0.68,12,52.61,190.99,19.6,32
1,2014,11,Friday,14.58,13.41,17.12,5.85,1.3,0.18,5,61.6,184.99,19.6,60
1,2014,11,Saturday,10.95,11.45,13.46,5.65,1.3,1.55,15,44.81,178.99,19.6,42
1,2014,11,Sunday,13.66,13.75,17.39,8.1,1.3,1.05,13,38.04,166.99,19.6,58
1,2014,11,Monday,14.27,15.27,17.08,7.36,1.3,1.62,15,44.84,163.65,19.6,87
1,2014,11,Tuesday,10.13,10.4,12.99,4.72,1.3,1.1,18,48.34,162.65,19.6,53
3,2014,11,Wednesday,10.81,10.75,13.8,5.94,1.3,5.2,19,38.33,154.65,19.6,78
2,2014,11,Thursday,11.27,11.2,13.67,5.98,1.3,2.68,9,46.99,151.65,19.6,40
2,2014,11,Friday,10.48,9.86,13.57,6.27,1.3,6.41,8,40.88,143.65,19.6,39
1,2014,11,Saturday,15.19,15.49,19.35,7.73,1.3,3.65,12,47.43,138.31,19.6,88
2,2014,11,Sunday,12.93,13.06,16.42,7.1,1.3,2.48,18,39.12,133.98,19.6,82
2,2014,11,Monday,12.14,13.33,15.41,4.98,1.3,3.77,5,60.75,131.98,19.6,69
2,2014,11,Tuesday,11.36,11.6,13.27,5.84,1.3,8.43,12,46.89,122.98,19.6,88
3,2014,11,Wednesday,12.91,12.13,16.33,6.75,1.3,0.05,11,46.59,120.31,19.6,83
3,2014,11,Thursday,14.5,15.94,17.14,8.38,1.3,2.74,13,39.61,118.97,19.6,42
2,2014,11,Friday,12.64,11.57,15.53,5.76,1.3,2.19,9,54.48,114.97,19.6,71
2,2014,11,Saturday,13.66,13.58,16.71,6.3,1.3,2.15,16,50.09,113.63,19.6,87
3,2014,11,Sunday,9.9,9.42,12.42,5.45,1.3,4.74,6,46.76,107.63,19.6,62
3,2014,11,Monday,10.83,11.63,13.05,5.87,1.3,4.75,5,48.13,103.63,19.6,84
3,2014,11,Tuesday,13.13,12.49,15.65,7.53,1.3,4.35,14,39.38,99.63,19.6,56
1,2014,11,Wednesday,10.34,10.27,13.15,5.51,1.3,5.03,17,41.63,94.27,19.6,47
2,2014,11,Thursday,12.91,13.31,15.07,5.64,1.3,3.9,16,52.72,91.27,19.6,83
1,2014,11,Friday,15.58,16.08,18.87,7.15,1.3,6.61,5,56.08,84.27,19.6,60
3,2014,11,Saturday,15.24,14.99,17.52,8.15,1.3,2.36,5,48.83,81.25,19.6,84
1,2014,11,Sunday,11.57,10.85,14.34,4.85,1.3,1.86,12,56.7,78.25,19.6,48
1,2014,12,Monday,12.72,12.02,15.94,5.82,0.8,6.61,15,51.06,72.57,19.6,57
2,2014,12,Tuesday,14.83,15.11,17.27,7.99,0.8,2.46,6,47.89,68.23,19.6,60
1,2014,12,Wednesday,10.69,10.24,13.38,6.39,0.8,6.21,5,42.8,61.24,19.6,86
2,2014,12,Thursday,11.92,11.11,15.2,5.97,0.8,3.87,10,49.41,57.24,19.6,70
1,2014,12,Friday,14.54,15.23,18.26,8.64,0.8,3.98,10,39.98,54.24,19.6,45
1,2014,12,Saturday,10.88,10.98,13.93,4.89,0.8,3.75,18,50.17,52.22,19.6,87
3,2014,12,Sunday,11.82,12.67,14.47,6.27,0.8,2.85,15,43.27,48.88,19.6,46
1,2014,12,Monday,14.62,14.2,17.88,6.43,0.8,4.39,13,54.04,43.88,19.6,48
1,2014,12,Tuesday,12.4,11.66,14.87,6.12,0.8,0.94,6,52.27,42.88,19.6,87
3,2014,12,Wednesday,12.1,11.58,15.17,6.95,0.8,1.05,16,37.84,41.88,19.6,86
1,2014,12,Thursday,13.47,12.26,16.41,7.86,0.8,4.14,17,36.09,38.54,19.6,89
3,2014,12,Friday,15.77,15.59,18.37,8.23,0.8,0.89,13,45.47,36.2,19.6,55
3,2014,12,Saturday,15.33,16.55,19.11,8.08,0.8,0.92,10,46.76,263,19.6,89
1,2014,12,Sunday,13.02,13.92,15.42,5.78,0.8,2.46,7,56.6,262,19.6,77
3,2014,12,Monday,16.32,15.94,20.87,7.64,0.8,7.43,15,49.93,252,19.6,43
1,2014,12,Tuesday,12.73,12.81,16.21,6.05,0.8,5.21,10,51.99,246.66,19.6,83
3,2014,12,Wednesday,11.1,11.05,13.67,4.54,0.8,1.22,5,60.86,240.32,19.6,69
3,2014,12,Thursday,11.75,11.84,15.03,5.69,0.8,0.79,15,48.21,237.32,19.6,90
3,2014,12,Friday,11.15,11.27,14.01,6.62,0.8,4.24,9,40.69,232.32,19.6,81
3,2014,12,Saturday,16.21,16.82,20.05,7.85,0.8,0.41,14,48.81,232.32,19.6,31
3,2014,12,Sunday,10.81,11.27,13.96,5.55,0.8,0.07,8,49.27,231.32,19.6,62
2,2014,12,Monday,10.82,9.83,12.57,6.44,0.8,5.01,13,37.81,226.99,19.6,48
2,2014,12,Tuesday,11.09,10.35,13.66,4.48,0.8,2.12,7,60.51,223.65,19.6,53
1,2014,12,Wednesday,13.04,14.06,15.99,7.5,0.8,6.01,16,37.75,213.15,19.6,70
2,2014,12,Thursday,12.67,12.58,15.62,6.6,0.8,1.66,6,49.62,212.15,19.6,40
1,2014,12,Friday,12.87,11.81,16.46,6.96,0.8,4.99,15,42.16,203.81,19.6,39
3,2014,12,Saturday,17.29,15.96,22.41,7.77,0.8,5.04,12,53.58,200.48,19.6,90
3,2014,12,Sunday,16.05,15.21,19.89,8.91,0.8,7.57,14,41.32,193.15,19.6,79
2,2014,12,Monday,14.85,14.22,17.25,7.29,0.8,2.81,5,53.02,190.81,19.6,52
3,2014,12,Tuesday,14.64,15.86,18.81,7.29,0.8,0.52,14,47.36,188.48,19.6,77
1,2014,12,Wednesday,11.2,12.05,13.66,6.64,0.8,8.01,14,37.33,179.48,19.6,59
3,2015,1,Thursday,10.92,9.91,12.76,5.21,-0.1,5.04,12,50.71,173.81,19.2,64
2,2015,1,Friday,13.45,12.88,17.18,7.75,-0.1,0.9,18,36.12,173.81,19.2,45
3,2015,1,Saturday,12.8,13.26,16.54,5.94,-0.1,2.62,6,55.12,167.81,19.2,46
2,2015,1,Sunday,14.39,15.55,18.08,7.03,-0.1,3.31,8,51.73,158.81,19.2,49
1,2015,1,Monday,13.91,13.16,17.96,6.02,-0.1,2.48,9,56.77,154.13,19.2,47
3,2015,1,Tuesday,12.17,12.51,14.25,5.08,-0.1,0.81,10,57.84,151.79,19.2,49
1,2015,1,Wednesday,17.06,16.68,20.8,8.31,-0.1,2.1,8,51.87,148.79,19.2,50
1,2015,1,Thursday,10.86,11.12,12.94,4.94,-0.1,1.44,17,50.18,148.79,19.2,47
1,2015,1,Friday,16.44,15.87,20.74,6.93,-0.1,3.39,7,58.79,146.79,19.2,50
3,2015,1,Saturday,10.62,10.86,12.91,6.3,-0.1,0.72,17,35.03,143.79,19.2,64
2,2015,1,Sunday,17.26,16.26,20.78,8.24,-0.1,2.88,12,50.68,137.79,19.2,54
1,2015,1,Monday,12.21,12.28,14.28,5.61,-0.1,1.35,12,52.54,134.79,19.2,90
2,2015,1,Tuesday,15.83,15.3,18.59,9.05,-0.1,1.94,13,40.26,132.46,19.2,33
3,2015,1,Wednesday,10.73,11.67,13.29,4.49,-0.1,7.44,13,56.27,122.12,19.2,60
2,2015,1,Thursday,10.86,11.06,14.11,5.04,-0.1,0.2,12,52.06,119.12,19.2,89
1,2015,1,Friday,14.87,15.3,17.16,8.43,-0.1,8.05,8,43.98,112.45,19.2,68
2,2015,1,Saturday,13.88,14.76,17.51,6.82,-0.1,3.41,17,46.18,106.12,19.2,65
2,2015,1,Sunday,15.94,16.93,19.98,8.13,-0.1,6.41,18,43.45,99.44,19.2,70
3,2015,1,Monday,14.78,13.81,17.09,7.73,-0.1,1.81,11,46.58,95.44,19.2,37
2,2015,1,Tuesday,13.09,12.85,16.57,7.27,-0.1,2.74,11,43.27,90.1,19.2,47
2,2015,1,Wednesday,14.8,15.01,18.3,6.28,-0.1,5.29,11,56.66,85.76,19.2,38
2,2015,1,Thursday,17.29,15.64,21.59,9.1,-0.1,4.89,15,43.71,81.76,19.2,41
3,2015,1,Friday,16.88,15.23,19.49,7.14,-0.1,5.44,15,54.76,77.76,19.2,74
1,2015,1,Saturday,17.34,16.47,20.02,7.92,-0.1,5.34,19,48.74,74.09,19.2,80
2,2015,1,Sunday,15.85,14.84,19.85,7.3,-0.1,3.75,5,55.93,69.75,19.2,54
3,2015,1,Monday,15.45,15.66,17.99,8.79,-0.1,2.83,17,37.69,65.75,19.2,81
1,2015,1,Tuesday,14.46,13.79,17.43,8.32,-0.1,4.35,12,40.56,57.25,19.2,72
3,2015,1,Wednesday,15.96,15.51,18.81,6.41,-0.1,1.02,10,59.43,54.58,19.2,68
2,2015,1,Thursday,17.02,15.32,20.32,7.84,-0.1,4.33,10,53.47,51.58,19.2,62
1,2015,1,Friday,11.75,12.79,14.66,6.24,-0.1,6.33,19,40.4,47.24,19.2,55
3,2015,1,Saturday,16.67,16.32,20.13,8.83,-0.1,2.56,12,45.28,46.24,19.2,88
2,2015,2,Sunday,9.96,9.88,12.57,5.22,0,7.75,12,45.86,37.9,19.2,48
3,2015,2,Monday,11.27,12.16,14.01,6.5,0,5.33,9,42.38,33.56,19.2,64
1,2015,2,Tuesday,8.85,9.37,10.95,4.56,0,6.51,18,42.88,265,19.2,55
1,2015,2,Wednesday,9.68,10.11,12.4,5.56,0,4.59,8,43.24,261.67,19.2,56
1,2015,2,Thursday,11.5,11.3,14.43,6.53,0,0.45,10,42.64,259.33,19.2,80
1,2015,2,Friday,11.5,10.54,13.78,6.4,0,0.74,6,46.18,257.33,19.2,84
3,2015,2,Saturday,8.47,8.49,10.44,4.31,0,1.05,17,44.27,254,19.2,47
1,2015,2,Sunday,10.86,11.75,12.69,6.23,0,0.96,16,37.92,252,19.2,70
3,2015,2,Monday,11.93,11.14,15.32,5.64,0,2.22,14,50.03,250.66,19.2,65
3,2015,2,Tuesday,10.53,9.5,13.65,5.07,0,4.31,12,50.26,247.33,19.2,69
2,2015,2,Wednesday,12.84,13.34,15.05,6.78,0,3.54,11,46.06,243.67,19.2,89
3,2015,2,Thursday,8.83,8.29,10.72,4.18,0,2.05,5,54.7,240.67,19.2,85
3,2015,2,Friday,8.31,7.69,10.37,4.13,0,1.56,18,44.9,237.67,19.2,79
3,2015,2,Saturday,8.37,7.88,10,4.36,0,4.1,19,41.54,231.66,19.2,59
1,2015,2,Sunday,11.79,11.87,14.25,5.94,0,1.9,14,46.74,227.33,19.2,59
1,2015,2,Monday,9.03,9.27,11.5,3.8,0,11.79,6,59.3,215.65,19.2,72
1,2015,2,Tuesday,8.46,8.81,10.23,4.76,0,0.59,12,41.88,212.64,19.2,53
2,2015,2,Wednesday,11.59,12.67,13.39,6.64,0,6.29,16,38,207.31,19.2,73
3,2015,2,Thursday,9.82,9.33,11.85,5.84,0,1.02,10,39.93,206.31,19.2,55
1,2015,2,Friday,11.67,11.45,14.25,6.5,0,2.13,8,44.96,204.31,19.2,58
1,2015,2,Saturday,11.99,11.19,13.83,5.1,0,2.67,5,59.3,198.98,19.2,89
3,2015,2,Sunday,10.17,10.44,12.58,5.15,0,3.97,5,51.54,195.98,19.2,80
2,2015,2,Monday,11.84,11.65,15.33,5.87,0,0.94,19,44.36,193.98,19.2,61
2,2015,2,Tuesday,11.27,11.68,13.51,5.43,0,4.34,14,49.07,188.98,19.2,30
2,2015,2,Wednesday,9.99,9.82,11.81,4.18,0,1.16,17,54.17,185.3,19.2,69
3,2015,2,Thursday,9.09,9.47,11.58,3.81,0,4.19,5,59.89,178.3,19.2,39
2,2015,2,Friday,8.64,8.44,11.04,5.14,0,4.11,11,39.23,172.3,19.2,52
2,2015,2,Saturday,13.38,12.65,17.09,5.53,0,1.57,12,57.3,165.97,19.2,82
1,2015,3,Sunday,16.64,15.94,19.72,7.56,-0.1,5.46,9,54.61,159.63,19.2,48
3,2015,3,Monday,12.67,12.4,14.62,6.29,-0.1,1.07,9,50.4,150.63,19.2,33
2,2015,3,Tuesday,10.62,10.97,12.38,5.54,-0.1,3.7,9,47.89,143.96,19.2,49
2,2015,3,Wednesday,14.9,14.94,18.81,7.53,-0.1,8.95,15,45.95,135.96,19.2,49
3,2015,3,Thursday,10.76,11.69,12.4,5.09,-0.1,2.38,17,48.19,126.28,19.2,49
1,2015,3,Friday,14.42,15.48,18.66,6.96,-0.1,6.39,7,52.82,120.28,19.2,90
3,2015,3,Saturday,16.79,16.18,19.45,9.77,-0.1,0.8,8,42.5,118.28,19.2,70
3,2015,3,Sunday,12.76,13.84,16.02,5.42,-0.1,3.55,7,58.48,114.95,19.2,58
1,2015,3,Monday,15.79,15.56,18.81,7.68,-0.1,2.57,16,47.36,108.95,19.2,76
1,2015,3,Tuesday,14.3,13.38,18.48,6.88,-0.1,0,19,46,106.95,19.2,31
2,2015,3,Wednesday,13.19,11.91,17.09,5.96,-0.1,1.91,9,54.86,105.61,19.2,90
1,2015,3,Thursday,12.16,11.85,15.44,6.09,-0.1,9.5,16,45.8,94.61,19.2,70
2,2015,3,Friday,15.62,16.73,19.07,7.05,-0.1,3.7,7,55.88,91.93,19.2,87
3,2015,3,Saturday,12.64,12.1,16.41,6.01,-0.1,0.09,13,50.32,87.93,19.2,68
3,2015,3,Sunday,12.12,12.53,15.63,4.93,-0.1,2.19,10,58.91,85.27,19.2,76
2,2015,3,Monday,15.1,15.18,18.88,8.58,-0.1,0.19,8,43.85,81.93,19.2,74
3,2015,3,Tuesday,14.26,12.87,17.2,7.04,-0.1,2,9,50.68,73.93,19.2,83
1,2015,3,Wednesday,16.82,16.43,19.99,7.44,-0.1,6.85,15,52.69,68.93,19.2,45
3,2015,3,Thursday,10.91,11.99,13.53,4.78,-0.1,6.34,10,55.74,61.6,19.2,32
3,2015,3,Friday,10.58,9.65,12.61,5.5,-0.1,0.77,12,46.3,59.6,19.2,38
1,2015,3,Saturday,13.84,14.33,16.49,8.2,-0.1,1.9,12,38.79,58.6,19.2,31
2,2015,3,Sunday,10.6,9.68,13.46,5.46,-0.1,10.23,9,48.54,48.27,19.2,32
1,2015,3,Monday,15.56,14.85,20.04,7.66,-0.1,4.79,6,52.39,39.93,19.2,42
1,2015,3,Tuesday,15.28,16.77,17.75,6.83,-0.1,0.38,17,51.04,37.93,19.2,90
3,2015,3,Wednesday,15.06,14.43,18.87,7.23,-0.1,5.24,18,46.78,33.93,19.2,41
2,2015,3,Thursday,10.46,10.03,12.41,5.37,-0.1,2.45,14,45.73,30.25,19.2,73
2,2015,3,Friday,16.77,16.79,20.78,9.25,-0.1,5.99,15,41.01,275,19.2,72
1,2015,3,Saturday,13.24,12.29,15.87,7.1,-0.1,1.42,8,47.01,272,19.2,56
1,2015,3,Sunday,16.17,14.61,20.55,7.63,-0.1,2.93,12,51.25,270.67,19.2,47
3,2015,3,Monday,10.58,9.84,12.81,5.26,-0.1,7.81,12,48.64,264.67,19.2,72
2,2015,3,Tuesday,13.07,12.92,15.82,7.24,-0.1,7.3,13,42.12,258.34,19.2,31
3,2015,4,Wednesday,12.55,12.95,16.19,6.92,-0.2,1.93,6,46.67,253.34,19.2,37
2,2015,4,Thursday,14.16,12.91,17.67,6.77,-0.2,0.25,6,53.76,247,19.2,73
1,2015,4,Friday,8.96,8.65,11.1,4.77,-0.2,0.49,6,48.51,242,19.2,32
1,2015,4,Saturday,11.75,11.64,13.69,7.01,-0.2,5.25,9,40.4,236.67,19.2,38
3,2015,4,Sunday,14.14,15.4,16.41,6.29,-0.2,0.22,17,51.28,233,19.2,36
1,2015,4,Monday,12.98,13.41,16.55,7.78,-0.2,3.31,17,34.35,229.66,19.2,87
2,2015,4,Tuesday,8.92,8.71,10.31,4.35,-0.2,2.1,7,52.33,222.33,19.2,64
1,2015,4,Wednesday,13.77,13.93,17.6,7.12,-0.2,7.67,11,47.18,216.33,19.2,39
2,2015,4,Thursday,11.57,12.26,13.88,6.62,-0.2,1.26,13,40.21,212.33,19.2,75
1,2015,4,Friday,10.14,11.07,13.08,5.82,-0.2,3.22,18,36.37,211,19.2,86
1,2015,4,Saturday,12.1,13.12,14.66,5.9,-0.2,10.66,15,47.85,201.16,19.2,34
1,2015,4,Sunday,13.3,13.05,16.51,6.11,-0.2,2.61,13,52,189.48,19.2,31
3,2015,4,Monday,10.42,11,12.75,5.38,-0.2,0.17,19,42.05,189.48,19.2,84
2,2015,4,Tuesday,10.06,9.06,11.85,5.1,-0.2,2.76,18,43.8,182.81,19.2,69
3,2015,4,Wednesday,10.26,9.48,12.9,4.54,-0.2,3.92,17,51.53,178.15,19.2,73
1,2015,4,Thursday,13.78,14.09,16.01,7.11,-0.2,1.85,12,46.7,176.15,19.2,69
2,2015,4,Friday,14.06,14.99,17.82,8.26,-0.2,2.22,16,36.42,173.81,19.2,88
1,2015,4,Saturday,10.84,11.45,13.99,5.63,-0.2,10.87,10,47.54,164.48,19.2,46
3,2015,4,Sunday,13.68,14.65,17.66,7.76,-0.2,2.94,18,37.11,157.15,19.2,68
2,2015,4,Monday,9.06,9.4,11.22,4.42,-0.2,10.04,5,53.31,147.83,19.2,81
2,2015,4,Tuesday,9.36,10.26,10.94,5.47,-0.2,4.49,12,39.63,144.83,19.2,67
3,2015,4,Wednesday,9.25,8.79,11.31,3.78,-0.2,4.84,11,58.26,138.5,19.2,82
3,2015,4,Thursday,8.74,8.82,10.79,3.87,-0.2,1.56,11,54.77,137.17,19.2,37
2,2015,4,Friday,13.76,14.15,16.33,5.63,-0.2,2.79,15,56.24,133.17,19.2,34
1,2015,4,Saturday,9.48,9.86,11.58,4.54,-0.2,3.83,17,47.55,123.17,19.2,63
2,2015,4,Sunday,10.53,9.52,13.5,5.19,-0.2,1.13,11,49.66,118.17,19.2,32
1,2015,4,Monday,12.2,12.06,14.21,7,-0.2,4.74,5,45.09,111.17,19.2,47
1,2015,4,Tuesday,8.75,8.26,10.09,4.68,-0.2,2.59,13,44.11,108.17,19.2,37
1,2015,4,Wednesday,10.67,9.62,12.73,4.53,-0.2,4.09,8,58.05,103.84,19.2,71
1,2015,4,Thursday,11.31,12.1,13.85,5.9,-0.2,0.96,17,42.86,101.84,19.2,36
1,2015,5,Friday,12.02,10.87,14.97,6.23,0,4.32,11,47.06,98.84,19.2,58
2,2015,5,Saturday,12.43,12.1,16.03,6.08,0,6.07,14,48.29,93.5,19.2,43
2,2015,5,Sunday,7.83,7.71,10.17,4.17,0,6.16,8,47.37,88.5,19.2,60
2,2015,5,Monday,11.02,11.42,13.37,6.08,0,3.22,12,43,81.83,19.2,75
2,2015,5,Tuesday,11.7,12.64,14,4.69,0,3.86,19,55.01,77.83,19.2,77
3,2015,5,Wednesday,10.62,11.03,13.56,5.88,0,4.31,11,43.45,74.49,19.2,39
3,2015,5,Thursday,11.45,10.4,14,6.69,0,1.63,7,42.89,69.83,19.2,86
2,2015,5,Friday,8.72,9.04,10.77,3.72,0,3.95,8,57.85,67.83,19.2,54
3,2015,5,Saturday,10.6,11.4,13.64,6.01,0,0.63,15,39.36,66.83,19.2,43
2,2015,5,Sunday,8.37,8.2,10.85,4.98,0,0.94,5,43.06,63.17,19.2,39
1,2015,5,Monday,9.76,9.27,11.37,5.85,0,0.54,19,32.73,59.83,19.2,78
3,2015,5,Tuesday,12.2,12.86,14.43,6.15,0,0.61,16,45.44,56.5,19.2,50
1,2015,5,Wednesday,9.76,10.06,12.33,5.72,0,4.45,7,42.71,49.17,19.2,33
1,2015,5,Thursday,10.84,10.14,12.63,6.28,0,7.43,13,39.46,41.17,19.2,70
2,2015,5,Friday,9.3,9.17,10.96,3.81,0,3.9,12,57.68,38.17,19.2,38
2,2015,5,Saturday,11.11,10.11,13.17,4.92,0,0.24,16,52.07,34.83,19.2,70
1,2015,5,Sunday,10.3,9.99,11.98,5.21,0,5.09,7,50.55,248,19.2,77
2,2015,5,Monday,7.86,8.01,9.96,4.19,0,3.09,13,44.3,243,19.2,30
2,2015,5,Tuesday,10.33,10.78,12.14,5.42,0,6.24,7,48.71,236,19.2,55
1,2015,5,Wednesday,11.39,10.81,13.79,5.19,0,1.21,13,52.39,233,19.2,73
1,2015,5,Thursday,8.35,9.02,10.32,4.94,0,0.23,18,34.41,227.33,19.2,77
2,2015,5,Friday,11.49,11.4,13.45,6.1,0,2.73,18,41.14,221.33,19.2,74
2,2015,5,Saturday,10.13,9.4,13.13,5.83,0,1.85,17,36.96,218.33,19.2,37
2,2015,5,Sunday,7.72,7.86,9.87,4.38,0,1.64,19,36.32,212.65,19.2,64
1,2015,5,Monday,12.32,11.98,14.85,7.08,0,6.31,5,45.01,207.32,19.2,58
2,2015,5,Tuesday,10.33,10.21,12.24,5.03,0,9.17,17,46.67,197.66,19.2,71
2,2015,5,Wednesday,8.81,9.29,10.65,4.86,0,2.67,12,43.01,190.32,19.2,35
3,2015,5,Thursday,10.31,10.34,12.38,5.49,0,3.6,12,44.99,186.32,19.2,74
2,2015,5,Friday,12.27,12.35,14.92,5.14,0,4.78,19,52.98,180.32,19.2,54
3,2015,5,Saturday,9.82,10.46,12.54,4.65,0,0.06,15,49.36,173.99,19.2,38
2,2015,5,Sunday,9.49,9.02,12.09,5.2,0,4.79,5,47.57,159.99,19.2,35
2,2015,6,Monday,8.09,7.41,10.04,4.36,0.1,4.75,11,44.95,156.99,19.2,89
2,2015,6,Tuesday,9.53,9.74,12.22,5.68,0.1,5.02,12,38.43,152.33,19.2,38
3,2015,6,Wednesday,11.13,11.94,14.33,5.8,0.1,4.21,7,49.06,144,19.2,88
1,2015,6,Thursday,8.1,7.69,9.39,3.33,0.1,2.65,10,58.47,139,19.2,56
1,2015,6,Friday,7.18,6.64,8.84,3.84,0.1,0.23,13,44.12,136.67,19.2,46
2,2015,6,Saturday,7.3,7.59,8.49,3.26,0.1,3.58,13,53.34,131.67,19.2,80
3,2015,6,Sunday,10.63,11.24,13.26,5.03,0.1,1.76,16,48.79,127.99,19.2,61
3,2015,6,Monday,8.75,9.46,11.11,5.11,0.1,5.13,16,36.8,121.65,19.2,50
1,2015,6,Tuesday,11.03,11.18,13.42,6.08,0.1,2.31,9,44.93,115.65,19.2,43
2,2015,6,Wednesday,7.64,7.55,9.2,3.22,0.1,1.06,16,54.39,112.65,19.2,49
2,2015,6,Thursday,11.43,11.83,14.37,6.6,0.1,3.07,6,44.16,108.31,19.2,31
1,2015,6,Friday,11.03,11.67,13.04,6.4,0.1,4.29,17,36.45,102.31,19.2,50
1,2015,6,Saturday,9.56,10.35,12.35,4.68,0.1,3.64,16,47.02,100.64,19.2,60
3,2015,6,Sunday,10.33,11.24,13.05,6.05,0.1,2.46,6,43.36,98.31,19.2,53
3,2015,6,Monday,7.6,6.94,9.73,3.45,0.1,4.74,13,52.57,93.31,19.2,50
3,2015,6,Tuesday,10.6,10.14,12.66,4.7,0.1,0.75,5,57.57,89.31,19.2,37
3,2015,6,Wednesday,9.83,9.09,12.59,5.46,0.1,7.03,8,45.11,82.31,19.2,80
2,2015,6,Thursday,11.21,12.17,13,4.5,0.1,3.94,8,60.33,78.65,19.2,35
2,2015,6,Friday,10.35,11.13,13.08,4.46,0.1,4.3,10,56.47,75.65,19.2,36
3,2015,6,Saturday,9.44,9.66,11.59,4.55,0.1,0.77,7,52.88,70.32,19.2,80
3,2015,6,Sunday,9.89,9.33,12.81,4.29,0.1,11.07,15,53.61,60.98,19.2,73
2,2015,6,Monday,10.53,10.22,12.45,5.39,0.1,2.86,10,48.3,51.64,19.2,32
2,2015,6,Tuesday,9.84,10.26,12.6,5.63,0.1,2.32,16,38.08,46.47,19.2,87
3,2015,6,Wednesday,11.16,11.17,13.32,6.09,0.1,5.68,12,43.63,41.8,19.2,58
